
Date,Time,ID,Name,Status
2024-06-09,13:38:02,3,Unknown,Unknown
2024-06-09,13:38:02,3,Unknown,Unknown
2024-06-09,13:38:03,3,Unknown,Unknown
2024-06-09,13:38:03,3,Unknown,Unknown
2024-06-09,13:38:03,3,Unknown,Unknown
2024-06-09,13:38:03,3,Unknown,Unknown
2024-06-09,13:38:03,3,Unknown,Unknown
2024-06-09,13:38:03,3,Unknown,Unknown
2024-06-09,13:38:03,3,Unknown,Unknown
2024-06-09,13:38:03,3,Unknown,Unknown
2024-06-09,13:38:03,3,Unknown,Unknown
2024-06-09,13:38:03,3,Unknown,Unknown
2024-06-09,13:38:04,3,Unknown,Unknown
2024-06-09,13:38:04,3,Unknown,Unknown
2024-06-09,13:38:04,3,Unknown,Unknown
2024-06-09,13:38:04,3,Unknown,Unknown
2024-06-09,13:38:04,3,Unknown,Unknown
2024-06-09,13:38:04,3,Unknown,Unknown
2024-06-09,13:38:04,3,Unknown,Unknown
2024-06-09,13:38:04,3,Unknown,Unknown
2024-06-09,13:38:04,2,Unknown,Unknown
2024-06-09,13:38:04,3,Unknown,Unknown
2024-06-09,13:38:04,1,Unknown,Unknown
2024-06-09,13:38:05,3,Unknown,Unknown
2024-06-09,13:38:05,8,Unknown,Unknown
2024-06-09,13:38:05,3,Unknown,Unknown
2024-06-09,13:38:05,2,Unknown,Unknown
2024-06-09,13:38:05,3,Unknown,Unknown
2024-06-09,13:38:05,2,Unknown,Unknown
2024-06-09,13:38:05,3,Unknown,Unknown
2024-06-09,13:38:05,2,Unknown,Unknown
Date,Time,ID,Name,Status
Date,Time,ID,Name,Status
Date,Time,ID,Name,Status
Date,Time,ID,Name,Status
Date,Time,ID,Name,Status
Date,Time,ID,Name,Status
Date,Time,ID,Name,Status
Date,Time,ID,Name,Status
Date,Time,ID,Name,Status
Date,Time,ID,Name,Status
Date,Time,ID,Name,Status
Date,Time,ID,Name,Status
Date,Time,ID,Name,Status
,Unknown,Present,2024-06-09 14:14:07
,Unknown,Present,2024-06-09 14:14:07
,Unknown,Present,2024-06-09 14:14:07
,Unknown,Present,2024-06-09 14:14:07
,Unknown,Present,2024-06-09 14:14:07
,Unknown,Present,2024-06-09 14:14:07
,Unknown,Present,2024-06-09 14:14:07
,Unknown,Present,2024-06-09 14:14:07
,Unknown,Present,2024-06-09 14:14:07
,Unknown,Present,2024-06-09 14:14:08
,Unknown,Present,2024-06-09 14:14:08
,Unknown,Present,2024-06-09 14:14:08
,Unknown,Present,2024-06-09 14:14:08
,Unknown,Present,2024-06-09 14:14:08
,Unknown,Present,2024-06-09 14:14:08
,Unknown,Present,2024-06-09 14:14:08
,Unknown,Present,2024-06-09 14:14:08
,Unknown,Present,2024-06-09 14:14:08
,Unknown,Present,2024-06-09 14:14:08
,Unknown,Present,2024-06-09 14:14:08
,Unknown,Present,2024-06-09 14:14:08
,Unknown,Present,2024-06-09 14:14:08
,Unknown,Present,2024-06-09 14:14:08
,Unknown,Present,2024-06-09 14:14:08
,Unknown,Present,2024-06-09 14:14:09
,Unknown,Present,2024-06-09 14:14:09
,Unknown,Present,2024-06-09 14:14:09
,Unknown,Present,2024-06-09 14:14:09
,Unknown,Present,2024-06-09 14:14:09
,Unknown,Present,2024-06-09 14:14:09
,Unknown,Present,2024-06-09 14:14:09
,Unknown,Present,2024-06-09 14:14:09
,Unknown,Present,2024-06-09 14:14:09
,Unknown,Present,2024-06-09 14:14:09
,Unknown,Present,2024-06-09 14:14:09
,Unknown,Present,2024-06-09 14:14:09
,Unknown,Present,2024-06-09 14:14:09
,Unknown,Present,2024-06-09 14:14:09
,Unknown,Present,2024-06-09 14:14:09
,Unknown,Present,2024-06-09 14:14:10
,Unknown,Present,2024-06-09 14:14:10
,Unknown,Present,2024-06-09 14:14:10
,Unknown,Present,2024-06-09 14:14:10
,Unknown,Present,2024-06-09 14:14:10
,Unknown,Present,2024-06-09 14:14:10
,Unknown,Present,2024-06-09 14:14:10
,Unknown,Present,2024-06-09 14:14:10
,Unknown,Present,2024-06-09 14:14:10
,Unknown,Present,2024-06-09 14:14:10
,Unknown,Present,2024-06-09 14:14:10
,Unknown,Present,2024-06-09 14:14:10
